bureau_id,sme_id,pull_date,has_bank_account,has_mobile_money,has_loan_account,has_credit_card,has_debit_card,has_internet_banking,n_previous_loans,n_defaults,total_borrowed_usd,current_outstanding_usd,worst_payment_delay_days,uses_informal_lender,uses_friends_family_savings,collateral_type,collateral_value_usd,bureau_score
BUR_V7G8S709,SME_03401,2023-11-02,Have now,Have now,Have now,Never had,Have now,Never had,2,0,2005.95,67.95,0.0,No,No,none,,486.0
BUR_KSAGCAMT,SME_03672,2020-04-02,Never had,Never had,Have now,Never had,Have now,Never had,4,2,1441.49,910.27,0.0,Sometimes,No,equipment,3581.63,
BUR_R9NMJK4R,SME_03512,2020-03-07,Never had,Have now,Never had,Used to have but don't have now,Never had,Never had,2,1,5393.29,3947.2,0.0,No,No,land,39579.89,
BUR_OTAAS7GH,SME_02937,2023-12-26,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,Sometimes,land,2118.95,
BUR_HZE5DTB4,SME_02416,2020-10-25,Never had,Never had,Never had,Never had,Never had,Never had,2,2,4256.65,1390.21,0.0,No,No,guarantor,2169.79,
BUR_NC49UXNM,SME_01729,2023-04-06,Have now,Have now,Never had,Never had,Have now,Never had,1,1,17597.28,7715.99,30.0,No,No,none,,691.0
BUR_NFWW5HH7,SME_01867,2021-06-20,Have now,Never had,Never had,Never had,Have now,Never had,1,0,6622.39,4512.28,0.0,Sometimes,Yes,none,,
BUR_XZJUSC5E,SME_00380,2021-09-07,Have now,Never had,Never had,Never had,Have now,Never had,2,0,6105.53,2961.73,0.0,Sometimes,No,inventory,2247.56,559.0
BUR_3E8J94B0,SME_02264,2023-04-18,Have now,Have now,Never had,Never had,Have now,Never had,1,0,3597.62,18.01,0.0,No,No,land,4265.87,423.0
BUR_12Q2KHYA,SME_04339,2020-03-20,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,2,1,7196.46,654.13,0.0,No,Sometimes,none,,659.0
BUR_NX8ME457,SME_00538,2023-05-09,Have now,Never had,Never had,Never had,Have now,Never had,1,0,13385.05,4200.9,0.0,No,No,none,,416.0
BUR_NYJ5FJM3,SME_01971,2021-07-31,Have now,Have now,Never had,Never had,Have now,Never had,2,0,512.82,300.15,0.0,No,No,equipment,25016.56,344.0
BUR_93JMZOTO,SME_01601,2020-01-02,Have now,Have now,Never had,Never had,Have now,Never had,4,2,1188.37,855.37,60.0,No,No,guarantor,739.65,752.0
BUR_BW5LTFB1,SME_01280,2023-12-19,Have now,Never had,Never had,Never had,Have now,Never had,1,1,5810.87,1331.58,0.0,No,No,none,,644.0
BUR_XL9F3B0F,SME_01339,2021-02-02,Have now,Have now,Never had,Never had,Have now,Used to have but don't have now,1,0,13363.8,9159.44,0.0,No,No,none,,497.0
BUR_5CLYFFKH,SME_03341,2022-10-22,Have now,Have now,Never had,Never had,Have now,Never had,1,0,9905.2,5452.15,0.0,No,No,land,41900.74,462.0
BUR_SET885DD,SME_03555,2021-01-12,Never had,Never had,Used to have but don't have now,Never had,Never had,Never had,2,1,20139.42,11367.61,0.0,No,No,land,24967.76,
BUR_8IJB6WT2,SME_01045,2022-07-07,Have now,Have now,Have now,Never had,Have now,Never had,1,0,5278.23,1374.84,0.0,No,No,equipment,15164.45,697.0
BUR_NKE4OTFA,SME_00375,2020-04-14,Never had,Have now,Have now,Never had,Never had,Never had,3,0,4111.89,2086.23,0.0,No,No,guarantor,591.24,
BUR_MCLYUW48,SME_02303,2023-09-21,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,guarantor,9701.17,
BUR_K4A12TQ4,SME_02510,2020-03-27,Have now,Never had,Never had,Never had,Have now,Never had,3,0,8393.0,2064.05,0.0,No,No,none,,489.0
BUR_FYPERBUJ,SME_04181,2022-04-17,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_MODYF2OB,SME_03306,2020-09-20,Never had,Have now,Never had,Never had,Have now,Never had,1,0,630.89,335.97,0.0,Yes,No,none,,
BUR_4EK3EFU2,SME_01088,2020-08-16,Never had,Never had,Never had,Never had,Never had,Never had,1,0,2256.88,1198.24,0.0,No,No,none,,
BUR_4IVKOO56,SME_02385,2022-09-04,Have now,Used to have but don't have now,Never had,Never had,Have now,Never had,2,1,3835.15,2459.62,30.0,No,No,none,,758.0
BUR_ZDCDTG09,SME_01282,2023-05-08,Have now,Have now,Never had,Never had,Have now,Never had,1,0,2420.38,1898.14,0.0,No,No,guarantor,2362.0,580.0
BUR_PRQ6GCGU,SME_03647,2020-02-02,Never had,Never had,Never had,Never had,Never had,Used to have but don't have now,0,0,0.0,0.0,,No,No,none,,
BUR_2IGJCI45,SME_03794,2021-07-08,Never had,Have now,Never had,Never had,Never had,Never had,2,0,1401.4,319.03,0.0,No,No,none,,
BUR_V6DLP9AJ,SME_01196,2023-10-11,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,Yes,No,land,302.05,
BUR_OECW6CNE,SME_02912,2023-06-19,Never had,Have now,Never had,Never had,Never had,Never had,2,1,826.59,234.13,0.0,No,No,equipment,1890.04,
BUR_5MMS4PLY,SME_03320,2022-02-27,Never had,Have now,Never had,Never had,Never had,Used to have but don't have now,0,0,0.0,0.0,,No,No,guarantor,15909.22,
BUR_9WARS44R,SME_00249,2023-03-06,Used to have but don't have now,Have now,Have now,Never had,Never had,Never had,1,1,3634.33,38.2,0.0,No,No,land,2043.76,593.0
BUR_MTRMP46A,SME_04132,2020-10-10,Have now,Never had,Have now,Never had,Have now,Never had,1,1,9984.72,674.56,0.0,No,No,equipment,14676.94,544.0
BUR_1UUP4RDD,SME_03384,2020-06-26,Have now,Never had,Never had,Never had,Have now,Never had,2,0,1716.37,239.59,0.0,Sometimes,No,guarantor,64986.52,
BUR_QO2YOO8G,SME_02285,2022-09-17,Never had,Never had,Never had,Never had,Never had,Have now,0,0,0.0,0.0,,Sometimes,No,land,12956.13,
BUR_WCFERVQZ,SME_03651,2022-09-21,Never had,Never had,Never had,Never had,Never had,Never had,4,1,3968.86,809.43,0.0,No,Yes,none,,
BUR_A1JFGX3R,SME_04874,2021-12-09,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,3,0,3146.73,2490.61,0.0,No,No,land,5101.18,518.0
BUR_UXE91TIJ,SME_00266,2023-06-14,Never had,Have now,Have now,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_SKFW4WIZ,SME_01283,2021-10-09,Have now,Have now,Never had,Never had,Have now,Never had,1,0,2114.4,517.23,0.0,No,No,none,,621.0
BUR_LLW3MGCS,SME_03858,2021-06-22,Never had,Never had,Never had,Never had,Never had,Never had,1,0,1556.74,795.36,0.0,No,No,none,,
BUR_KKU0X00M,SME_04385,2022-09-24,Never had,Have now,Never had,Never had,Have now,Never had,1,0,2554.47,471.46,0.0,Sometimes,Sometimes,land,32279.6,
BUR_I89YDYRE,SME_01142,2023-08-27,Never had,Have now,Never had,Never had,Never had,Never had,2,0,2312.42,75.4,0.0,No,Yes,none,,
BUR_MPJR5LYM,SME_04000,2021-05-21,Have now,Have now,Have now,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,equipment,4218.83,505.0
BUR_S7OCYI8A,SME_03194,2022-03-24,Never had,Have now,Never had,Never had,Never had,Used to have but don't have now,2,0,2680.08,1591.17,0.0,No,Sometimes,none,,
BUR_W3GIVH4X,SME_04612,2020-01-19,Have now,Never had,Never had,Never had,Have now,Never had,2,0,2905.91,2226.41,0.0,No,Sometimes,none,,
BUR_VDU25ALL,SME_04653,2021-06-16,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,guarantor,304.73,
BUR_5K4FBL66,SME_02930,2022-04-25,Never had,Never had,Never had,Never had,Never had,Never had,1,0,3091.51,2451.8,0.0,No,No,none,,
BUR_5CLFLRZN,SME_02166,2023-09-27,Never had,Never had,Never had,Never had,Never had,Never had,1,0,899.91,96.78,0.0,No,No,none,,
BUR_LIKLZ2I3,SME_01621,2023-10-15,Never had,Have now,Never had,Never had,Never had,Have now,1,1,8981.75,1222.82,120.0,No,Yes,none,,
BUR_WQKSAQNF,SME_04262,2023-11-01,Never had,Never had,Never had,Never had,Never had,Never had,1,0,1922.72,1340.07,0.0,No,No,none,,
BUR_PWEJSYME,SME_03547,2022-11-12,Never had,Never had,Never had,Never had,Never had,Never had,4,2,5628.71,1524.66,0.0,No,Sometimes,none,,
BUR_02VAWUVA,SME_00285,2022-07-23,Never had,Never had,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,Yes,inventory,112.37,
BUR_GKX96TYO,SME_00337,2020-01-10,Never had,Have now,Have now,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,equipment,12342.77,
BUR_SWZLTWD4,SME_00288,2023-04-12,Have now,Have now,Never had,Never had,Have now,Never had,1,0,1812.57,822.04,0.0,Sometimes,No,none,,548.0
BUR_VXWDKPPO,SME_02516,2022-05-07,Never had,Never had,Never had,Never had,Never had,Never had,3,1,3828.66,207.29,0.0,Sometimes,Yes,inventory,5226.04,
BUR_7X53BJZQ,SME_01300,2021-04-02,Never had,Have now,Have now,Never had,Never had,Used to have but don't have now,0,0,0.0,0.0,,No,Sometimes,inventory,1267.71,
BUR_ISO47F8I,SME_05141,2020-03-01,Never had,Never had,Never had,Never had,Never had,Never had,1,0,2814.99,1783.64,0.0,Sometimes,No,inventory,10518.81,
BUR_TBC7PHMI,SME_00440,2022-05-20,Never had,Never had,Used to have but don't have now,Never had,Have now,Have now,0,0,0.0,0.0,,No,No,land,243.48,
BUR_DFEX5H4J,SME_05050,2023-07-14,Never had,Have now,Never had,Never had,Have now,Never had,1,0,6849.3,5414.13,0.0,No,No,inventory,17776.78,
BUR_4DKWP1HT,SME_04961,2021-11-28,Never had,Used to have but don't have now,Used to have but don't have now,Never had,Never had,Never had,3,1,3619.62,574.83,0.0,No,No,none,,
BUR_BJ6D5O2K,SME_04432,2020-09-23,Have now,Never had,Have now,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,483.0
BUR_DG4JVODC,SME_01577,2022-07-09,Never had,Have now,Have now,Never had,Never had,Never had,1,1,12148.24,2072.79,0.0,No,No,none,,
BUR_1OC3MOYJ,SME_01463,2023-01-08,Have now,Have now,Never had,Never had,Have now,Never had,1,1,19991.27,11609.49,30.0,No,No,land,17052.86,
BUR_CQQ9N7E9,SME_01749,2022-11-11,Never had,Have now,Never had,Have now,Never had,Never had,1,0,5672.13,2577.88,0.0,No,No,inventory,9119.76,
BUR_UHYU783A,SME_01199,2022-08-14,Never had,Have now,Have now,Never had,Never had,Never had,3,1,4417.07,134.69,0.0,Sometimes,No,none,,
BUR_M9INF43R,SME_01502,2022-09-16,Never had,Never had,Never had,Never had,Never had,Never had,2,0,1475.69,906.6,0.0,No,Yes,none,,
BUR_OKPA82R0,SME_01294,2021-03-10,Have now,Have now,Never had,Never had,Have now,Have now,1,1,2592.83,719.45,0.0,No,No,equipment,18272.8,676.0
BUR_TR5A9K1H,SME_03057,2021-04-30,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,552.0
BUR_A5PQND5X,SME_02438,2021-09-08,Have now,Have now,Never had,Never had,Have now,Never had,3,0,22373.21,14769.77,0.0,No,No,none,,
BUR_XNN6WXHZ,SME_03544,2023-03-07,Never had,Have now,Never had,Never had,Never had,Never had,1,0,4603.97,2234.53,60.0,No,No,land,2854.34,
BUR_93EWRHMJ,SME_03950,2020-03-05,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_10W77WZV,SME_04556,2021-05-07,Never had,Have now,Never had,Never had,Never had,Never had,2,0,666.96,528.43,0.0,No,No,none,,
BUR_7TLETPBH,SME_00601,2022-12-16,Never had,Never had,Never had,Never had,Never had,Never had,4,1,1766.4,452.85,0.0,Sometimes,Sometimes,none,,
BUR_UR9F79IL,SME_03852,2022-03-28,Never had,Never had,Have now,Never had,Never had,Never had,1,0,13313.81,5145.69,0.0,No,Sometimes,none,,
BUR_BM8JNWUX,SME_00069,2022-08-26,Never had,Have now,Have now,Never had,Never had,Never had,2,0,2714.96,682.14,30.0,No,No,none,,
BUR_KIWIU3A8,SME_04482,2021-01-18,Never had,Never had,Never had,Never had,Never had,Never had,1,0,1442.02,215.66,60.0,Sometimes,Sometimes,inventory,980.0,
BUR_SLUD1STJ,SME_00774,2022-08-08,Never had,Have now,Used to have but don't have now,Never had,Never had,Never had,3,1,3096.07,2277.48,180.0,No,No,inventory,6327.92,
BUR_C8O15AN2,SME_00110,2020-05-31,Have now,Have now,Never had,Never had,Have now,Never had,2,0,13851.67,7120.16,30.0,No,No,none,,418.0
BUR_3E9ZXNAI,SME_03041,2023-07-04,Used to have but don't have now,Have now,Never had,Never had,Never had,Have now,2,1,4430.2,729.89,0.0,No,No,none,,517.0
BUR_6U28IFWD,SME_01887,2021-08-12,Never had,Have now,Never had,Never had,Never had,Never had,4,0,5676.27,1611.32,0.0,Sometimes,No,none,,
BUR_R7NTW8EQ,SME_01514,2022-06-03,Have now,Have now,Never had,Never had,Have now,Never had,5,0,2696.38,2111.0,0.0,Sometimes,No,none,,595.0
BUR_GILEC8GS,SME_05119,2020-05-08,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,inventory,5564.56,
BUR_LQ0GIH54,SME_00156,2022-11-21,Have now,Have now,Never had,Never had,Have now,Never had,2,0,9333.53,6389.54,0.0,No,No,inventory,3445.39,600.0
BUR_YJL5U8SI,SME_04207,2023-05-23,Have now,Have now,Have now,Never had,Have now,Never had,2,0,4935.38,707.82,30.0,Sometimes,No,none,,484.0
BUR_TJIZRH8Z,SME_02270,2020-11-22,Never had,Never had,Never had,Never had,Never had,Never had,1,0,1344.23,865.4,0.0,No,No,none,,
BUR_MBZZH7UV,SME_02494,2022-09-27,Used to have but don't have now,Have now,Have now,Never had,Never had,Never had,1,0,3353.82,549.48,30.0,No,No,inventory,4073.57,318.0
BUR_DYBHWYVT,SME_04780,2021-08-03,Have now,Have now,Have now,Never had,Have now,Never had,1,0,9735.24,2550.08,30.0,No,No,none,,497.0
BUR_OYJHZB16,SME_00281,2023-05-08,Never had,Have now,Have now,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_YQ1RUBEF,SME_01253,2021-11-23,Have now,Used to have but don't have now,Never had,Never had,Have now,Never had,2,1,5293.02,1930.04,60.0,No,Sometimes,inventory,2823.84,
BUR_H79A03XN,SME_03145,2023-03-22,Never had,Have now,Never had,Never had,Never had,Never had,3,1,494.24,68.94,0.0,No,No,none,,
BUR_FC9DCM6K,SME_00479,2022-02-02,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_OHOOLGDO,SME_02129,2020-11-01,Never had,Have now,Have now,Never had,Never had,Never had,1,0,1029.98,89.77,30.0,No,No,none,,
BUR_FQKZFD0M,SME_02807,2021-01-14,Never had,Never had,Never had,Never had,Have now,Never had,1,0,5604.28,2473.56,0.0,No,No,none,,
BUR_IPCUJH0T,SME_04778,2023-02-23,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,Sometimes,none,,
BUR_G9HJUCJ9,SME_02093,2023-11-24,Never had,Have now,Never had,Never had,Never had,Never had,1,0,5811.1,3067.62,0.0,No,No,land,851.64,
BUR_PQ917OSF,SME_03435,2020-08-19,Used to have but don't have now,Have now,Never had,Never had,Never had,Used to have but don't have now,0,0,0.0,0.0,,No,No,inventory,834.19,649.0
BUR_7IHBZBYC,SME_00752,2022-10-27,Never had,Never had,Never had,Never had,Have now,Never had,1,0,3296.06,1920.25,0.0,No,No,none,,
BUR_9MMEXTRA,SME_04861,2020-09-01,Have now,Never had,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,680.0
BUR_J8W5J00G,SME_00140,2022-07-13,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,Sometimes,No,none,,535.0
BUR_HRP3NBUN,SME_03113,2020-05-12,Never had,Have now,Have now,Never had,Never had,Never had,1,0,13119.03,8530.85,0.0,No,Yes,land,1297.44,
BUR_PMIU5GBJ,SME_02992,2023-12-09,Have now,Have now,Have now,Have now,Have now,Never had,0,0,0.0,0.0,,Sometimes,No,inventory,133.72,639.0
BUR_G5RJ2XWD,SME_03369,2021-07-14,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,equipment,11967.09,429.0
BUR_3WW3XZ0H,SME_03757,2020-02-13,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,land,978.9,
BUR_E3DL0KUG,SME_04491,2022-12-24,Never had,Never had,Never had,Never had,Never had,Have now,1,0,4598.21,1233.64,0.0,No,No,none,,
BUR_YFSRNC9Q,SME_04625,2023-08-08,Have now,Have now,Never had,Never had,Have now,Never had,1,0,2862.7,2187.24,0.0,Sometimes,No,equipment,260.26,655.0
BUR_2GXZVK0R,SME_00841,2022-09-28,Have now,Have now,Never had,Have now,Have now,Never had,1,1,2599.0,1340.93,0.0,No,No,none,,492.0
BUR_BMCPXQ0W,SME_04814,2020-09-09,Have now,Have now,Have now,Never had,Have now,Never had,0,0,0.0,0.0,,No,Sometimes,inventory,100.0,516.0
BUR_AU38HQJK,SME_00146,2022-09-11,Never had,Have now,Never had,Never had,Never had,Never had,2,2,7368.36,4487.11,0.0,No,No,none,,
BUR_2OSYZO2W,SME_00083,2021-07-13,Never had,Have now,Used to have but don't have now,Never had,Never had,Never had,2,0,7676.47,1196.69,0.0,No,No,none,,
BUR_XDG0JHOV,SME_00439,2021-10-17,Never had,Never had,Never had,Never had,Never had,Never had,2,1,1626.35,454.72,60.0,No,No,none,,
BUR_JJ7E7DKC,SME_02867,2023-12-13,Have now,Never had,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,equipment,490.24,700.0
BUR_ZKD9I3CW,SME_05020,2023-06-15,Never had,Have now,Never had,Never had,Never had,Never had,3,0,6826.05,4767.99,0.0,No,Yes,guarantor,1331.55,
BUR_E1TEBSFS,SME_02468,2021-06-29,Never had,Never had,Never had,Never had,Never had,Never had,2,0,1517.4,15.04,30.0,No,No,none,,
BUR_OELHSTEQ,SME_02556,2023-08-13,Never had,Never had,Never had,Never had,Never had,Used to have but don't have now,0,0,0.0,0.0,,No,No,none,,
BUR_5P8ZQUT8,SME_02863,2020-06-18,Never had,Have now,Never had,Have now,Never had,Never had,2,1,7335.98,4223.31,0.0,No,No,none,,
BUR_EYV2SV6F,SME_03927,2021-12-20,Have now,Have now,Never had,Never had,Have now,Never had,2,1,2722.56,1186.93,0.0,No,No,equipment,538.84,589.0
BUR_B7ZR5OT8,SME_04073,2022-10-13,Used to have but don't have now,Never had,Never had,Never had,Never had,Never had,2,0,16207.2,1033.74,0.0,Sometimes,No,equipment,4770.48,718.0
BUR_3FPQYUY3,SME_02015,2022-07-13,Have now,Have now,Never had,Never had,Have now,Never had,3,1,4085.01,2425.56,0.0,No,No,none,,
BUR_HUTZYAGB,SME_04038,2022-04-24,Never had,Have now,Never had,Never had,Never had,Never had,2,1,1137.31,280.82,0.0,Sometimes,No,land,3615.68,
BUR_4IVX5NY7,SME_04064,2020-06-06,Have now,Have now,Never had,Never had,Have now,Never had,3,2,2979.57,1493.84,0.0,No,No,guarantor,6993.91,679.0
BUR_4KI0CG9V,SME_01412,2022-10-04,Never had,Used to have but don't have now,Never had,Never had,Never had,Never had,2,0,4671.15,1121.28,0.0,Sometimes,No,none,,
BUR_CX3UVOUA,SME_01325,2020-12-18,Never had,Never had,Never had,Never had,Never had,Never had,2,0,1169.62,215.91,0.0,No,No,none,,
BUR_B7GW7R09,SME_00181,2020-05-02,Never had,Never had,Never had,Never had,Never had,Never had,2,0,4857.02,1400.18,0.0,No,No,none,,
BUR_G2JJP590,SME_01092,2023-06-20,Never had,Have now,Have now,Never had,Never had,Never had,2,1,8595.02,2156.16,0.0,No,No,land,3525.62,
BUR_Y653TG3O,SME_00224,2023-09-15,Never had,Have now,Never had,Never had,Have now,Never had,2,1,1666.29,360.56,30.0,Sometimes,No,none,,
BUR_22ODTU9E,SME_03906,2020-10-14,Never had,Have now,Never had,Never had,Never had,Never had,3,0,2990.22,246.1,0.0,No,No,none,,
BUR_W6U7QH6T,SME_02573,2020-01-21,Never had,Never had,Never had,Never had,Never had,Never had,4,1,11960.38,1715.63,0.0,No,No,land,23597.07,
BUR_MX4ECT29,SME_00405,2020-02-29,Never had,Have now,Never had,Never had,Never had,Never had,3,1,3275.66,955.01,0.0,No,No,inventory,3309.99,
BUR_VDIAYEU7,SME_03581,2020-02-16,Never had,Have now,Never had,Never had,Never had,Never had,2,2,2749.79,1923.59,0.0,No,No,none,,
BUR_YO9SHVC2,SME_02902,2020-05-24,Have now,Never had,Never had,Never had,Have now,Never had,2,0,5884.2,1158.7,0.0,No,No,none,,604.0
BUR_KJN7X1YF,SME_03178,2021-05-06,Never had,Never had,Never had,Never had,Have now,Never had,2,2,1282.8,193.15,0.0,No,No,none,,
BUR_HTYL01H0,SME_01938,2021-09-15,Have now,Never had,Never had,Never had,Have now,Never had,2,0,1972.03,836.75,0.0,Yes,No,none,,645.0
BUR_R17E1ZB1,SME_03345,2022-10-08,Never had,Never had,Never had,Never had,Never had,Never had,2,1,18749.85,10195.77,0.0,No,No,guarantor,87194.03,
BUR_OV35CC3A,SME_04831,2020-08-15,Used to have but don't have now,Never had,Never had,Never had,Never had,Never had,2,1,3800.15,2121.33,0.0,No,Sometimes,none,,549.0
BUR_PTAJQGA1,SME_03669,2023-10-06,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,Yes,No,land,1119.68,496.0
BUR_30L9K5LZ,SME_00487,2023-07-25,Have now,Never had,Never had,Have now,Have now,Never had,2,0,18861.84,623.16,0.0,No,No,none,,699.0
BUR_KV0RSAEN,SME_00221,2022-10-18,Never had,Never had,Never had,Never had,Never had,Never had,2,1,800.7,247.27,0.0,No,No,none,,
BUR_F2XWAUU5,SME_00730,2023-07-26,Have now,Have now,Never had,Never had,Have now,Have now,1,0,2183.18,801.33,0.0,Sometimes,Sometimes,inventory,46512.87,494.0
BUR_ZBUKPD1H,SME_03501,2020-11-21,Never had,Have now,Never had,Never had,Never had,Never had,1,0,6125.19,854.93,0.0,Sometimes,No,none,,
BUR_CCT3W27H,SME_03104,2020-07-08,Never had,Have now,Never had,Never had,Never had,Never had,2,0,2699.32,1898.42,0.0,No,No,none,,
BUR_14XSEEU1,SME_02544,2023-05-08,Never had,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_P8QMDBCX,SME_04055,2020-09-14,Never had,Never had,Never had,Never had,Never had,Never had,1,0,4226.09,1429.0,0.0,Sometimes,No,none,,
BUR_GW5CUVIN,SME_02745,2020-08-27,Have now,Used to have but don't have now,Never had,Never had,Have now,Never had,3,1,3416.46,1756.15,0.0,Sometimes,No,guarantor,957.84,728.0
BUR_XGE4R8JS,SME_00702,2023-10-02,Have now,Have now,Never had,Never had,Have now,Never had,3,2,2792.77,1406.07,30.0,No,No,none,,524.0
BUR_UATNWZZT,SME_01669,2020-08-14,Have now,Have now,Never had,Never had,Have now,Used to have but don't have now,0,0,0.0,0.0,,No,Yes,none,,668.0
BUR_YTK2VZRB,SME_01204,2022-04-15,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,1,0,1362.36,527.93,0.0,No,No,none,,734.0
BUR_HUZF4I6B,SME_02574,2021-05-19,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,Sometimes,none,,
BUR_LOYKXS31,SME_01774,2021-03-20,Have now,Never had,Never had,Never had,Have now,Never had,3,1,1763.33,573.43,0.0,No,Yes,guarantor,339.81,579.0
BUR_3Z52Q05Q,SME_02009,2020-07-15,Have now,Never had,Never had,Never had,Have now,Have now,0,0,0.0,0.0,,No,No,none,,593.0
BUR_MPO5XI7N,SME_03404,2021-07-14,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,Sometimes,none,,
BUR_ZTLGFM75,SME_01675,2022-06-23,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,850.0
BUR_DMG6BLTQ,SME_04087,2022-07-14,Never had,Have now,Never had,Never had,Never had,Used to have but don't have now,3,1,5702.69,5.93,0.0,No,No,none,,
BUR_TUN5P6I7,SME_00478,2021-10-01,Never had,Never had,Have now,Never had,Never had,Never had,1,0,7082.48,4329.38,60.0,No,No,none,,
BUR_OTG9Y987,SME_04123,2022-12-09,Never had,Have now,Have now,Never had,Never had,Never had,3,1,4794.0,1265.98,0.0,No,No,none,,
BUR_8XGNUR4H,SME_00252,2021-01-15,Never had,Never had,Never had,Never had,Have now,Never had,1,0,5810.7,1013.13,60.0,Sometimes,No,equipment,10769.99,
BUR_CSNSGQYT,SME_01552,2023-07-30,Never had,Have now,Never had,Never had,Never had,Never had,2,0,7230.3,3924.25,30.0,No,No,guarantor,4718.1,
BUR_FVZAU5Z1,SME_04725,2023-11-03,Never had,Have now,Have now,Never had,Never had,Never had,1,0,3219.54,1866.31,0.0,No,No,none,,
BUR_LXAXNJ75,SME_05041,2021-02-17,Have now,Never had,Never had,Never had,Have now,Never had,1,0,2952.45,1262.83,0.0,No,No,none,,
BUR_YWHC6C1D,SME_03504,2020-04-05,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,Sometimes,equipment,28881.22,
BUR_G9ZMSPE7,SME_03692,2020-12-22,Have now,Have now,Never had,Never had,Have now,Never had,2,2,3867.89,3067.66,0.0,No,No,none,,
BUR_43Y57NRY,SME_00784,2022-06-30,Never had,Never had,Never had,Never had,Never had,Never had,3,0,1048.53,385.25,0.0,No,No,equipment,1926.92,
BUR_NFT5N86Y,SME_01583,2020-05-20,Have now,Have now,Never had,Never had,Have now,Never had,3,0,4287.82,2831.59,0.0,No,No,none,,511.0
BUR_AQFRFYH0,SME_03583,2021-11-29,Never had,Never had,Never had,Never had,Have now,Never had,3,1,8982.41,6189.26,0.0,No,Sometimes,none,,
BUR_60UOFRF8,SME_01597,2020-05-02,Have now,Never had,Never had,Never had,Have now,Never had,2,1,4292.01,161.94,0.0,Sometimes,No,none,,
BUR_PE3GMK0W,SME_02476,2023-10-18,Never had,Have now,Never had,Never had,Never had,Never had,1,1,3399.89,2570.13,0.0,No,No,equipment,13069.94,
BUR_URVNNHAQ,SME_04046,2023-03-11,Never had,Have now,Never had,Never had,Have now,Never had,2,0,735.87,318.61,0.0,No,Yes,none,,
BUR_FO01IWQI,SME_02061,2023-06-22,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,Sometimes,No,equipment,45189.6,
BUR_IUFWH01T,SME_03593,2021-12-26,Have now,Have now,Have now,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,604.0
BUR_1812LP7S,SME_04966,2022-11-15,Have now,Have now,Never had,Never had,Have now,Never had,1,0,8028.83,3230.26,0.0,No,Sometimes,equipment,3935.91,
BUR_9BZ2N154,SME_04800,2022-01-30,Never had,Have now,Never had,Never had,Never had,Never had,1,0,4509.89,3426.88,0.0,No,Yes,none,,
BUR_YUXEPC3J,SME_02325,2021-12-02,Have now,Have now,Never had,Never had,Have now,Never had,2,0,13840.85,2656.02,0.0,No,No,land,840.86,
BUR_VK4FXH0W,SME_00388,2020-10-15,Never had,Have now,Never had,Never had,Never had,Never had,2,0,7547.47,3633.51,60.0,No,No,none,,
BUR_4XMOJ2BP,SME_04570,2022-12-29,Never had,Have now,Never had,Never had,Have now,Never had,2,1,4464.15,436.41,0.0,No,No,none,,
