interaction_id,sme_id,product_id,interaction_type,interaction_date,amount_requested_usd,amount_approved_usd,satisfaction_score,repayment_rate_pct,reason_rejection,channel
23939,SME_05033,5,application,2008-03-21,,,,,,partner
23940,SME_05033,5,approved,2008-03-27,,,,,,partner
23941,SME_05033,5,defaulted,2008-08-05,,,1.0,,,partner
23942,SME_05033,6,application,2010-02-03,,,,,,mobile_app
23943,SME_05033,6,approved,2010-02-07,,,,,,mobile_app
23944,SME_05033,6,completed,2010-05-26,,,3.0,,,mobile_app
23945,SME_05034,1,inquiry,2020-01-06,,,,,,partner
23946,SME_05034,2,rejected,2019-03-05,1097.74,,,,poor_credit_history,branch
23947,SME_05035,1,application,2024-02-01,3512.64,,,,,mobile_app
23948,SME_05035,1,approved,2024-02-06,3512.64,3417.87,,,,mobile_app
23949,SME_05035,6,application,2021-06-26,,,,,,mobile_app
23950,SME_05035,6,approved,2021-06-30,,,,,,mobile_app
23951,SME_05035,6,completed,2021-10-02,,,4.0,,,mobile_app
23952,SME_05036,2,rejected,2009-12-12,6791.98,,,,documentation_missing,partner
23953,SME_05037,1,application,2017-04-23,995.58,,,,,branch
23954,SME_05037,1,approved,2017-05-06,995.58,991.63,,,,branch
23955,SME_05037,1,defaulted,2017-09-26,995.58,991.63,,35.8,,branch
23956,SME_05037,4,inquiry,2013-05-20,,,,,,mobile_app
23957,SME_05037,6,application,2013-09-19,,,,,,branch
23958,SME_05037,6,approved,2013-09-21,,,,,,branch
23959,SME_05037,6,completed,2014-03-04,,,3.0,,,branch
23960,SME_05037,7,application,2013-12-19,238.06,,,,,branch
23961,SME_05037,7,approved,2013-12-30,238.06,190.13,,,,branch
23962,SME_05037,7,defaulted,2014-03-15,238.06,190.13,1.0,30.3,,branch
23963,SME_05038,5,application,2027-08-09,,,,,,mobile_app
23964,SME_05038,5,approved,2027-08-22,,,,,,mobile_app
23965,SME_05038,7,application,2025-08-30,2442.02,,,,,partner
23966,SME_05038,7,approved,2025-09-11,2442.02,1979.96,,,,partner
23967,SME_05038,7,defaulted,2026-09-13,2442.02,1979.96,1.0,38.9,,partner
23968,SME_05039,1,application,2012-12-27,7753.24,,,,,branch
23969,SME_05039,1,approved,2012-12-31,7753.24,5895.06,,,,branch
23970,SME_05039,5,rejected,2012-09-21,,,,,poor_credit_history,mobile_app
23971,SME_05040,6,application,2018-08-16,,,,,,mobile_app
23972,SME_05040,6,approved,2018-08-26,,,,,,mobile_app
23973,SME_05040,6,completed,2018-12-13,,,5.0,,,mobile_app
23974,SME_05042,6,application,2016-10-27,,,,,,mobile_app
23975,SME_05042,6,approved,2016-10-30,,,,,,mobile_app
23976,SME_05042,6,completed,2017-02-05,,,4.0,,,mobile_app
23977,SME_05043,4,inquiry,2014-01-25,,,,,,agent
23978,SME_05043,6,application,2014-09-02,,,,,,mobile_app
23979,SME_05043,6,approved,2014-09-06,,,,,,mobile_app
23980,SME_05043,6,completed,2014-11-20,,,5.0,,,mobile_app
23981,SME_05044,1,rejected,2015-05-20,2810.7,,,,no_collateral,mobile_app
23982,SME_05044,6,application,2018-11-21,,,,,,mobile_app
23983,SME_05044,6,approved,2018-11-22,,,,,,mobile_app
23984,SME_05045,4,rejected,2017-04-18,,,,,documentation_missing,agent
23985,SME_05046,2,application,2015-12-29,1523.95,,,,,mobile_app
23986,SME_05046,2,approved,2016-01-07,1523.95,1145.42,,,,mobile_app
23987,SME_05046,2,completed,2016-07-17,1523.95,1145.42,,98.9,,mobile_app
23988,SME_05046,4,rejected,2012-02-29,,,,,no_collateral,mobile_app
23989,SME_05046,6,application,2016-08-02,,,,,,branch
23990,SME_05046,6,approved,2016-08-13,,,,,,branch
23991,SME_05047,2,application,2010-08-02,995.36,,,,,partner
23992,SME_05047,2,approved,2010-08-11,995.36,918.93,,,,partner
23993,SME_05047,5,rejected,2008-04-06,,,,,insufficient_revenue,mobile_app
23994,SME_05047,6,application,2011-01-21,,,,,,branch
23995,SME_05047,6,approved,2011-01-28,,,,,,branch
23996,SME_05047,6,completed,2011-05-02,,,5.0,,,branch
23997,SME_05048,2,application,2021-01-07,840.87,,,,,mobile_app
23998,SME_05048,2,approved,2021-01-10,840.87,601.9,,,,mobile_app
23999,SME_05048,2,completed,2021-12-28,840.87,601.9,4.0,86.7,,mobile_app
24000,SME_05048,5,rejected,2022-09-25,,,,,sector_not_eligible,branch
24001,SME_05048,6,application,2022-08-15,,,,,,mobile_app
24002,SME_05048,6,approved,2022-08-24,,,,,,mobile_app
24003,SME_05048,6,completed,2022-09-14,,,4.0,,,mobile_app
24004,SME_05049,3,application,2022-05-27,,,,,,branch
24005,SME_05049,3,approved,2022-06-01,,,,,,branch
24006,SME_05049,3,completed,2022-10-10,,,3.0,,,branch
24007,SME_05049,8,application,2018-06-07,1694.43,,,,,agent
24008,SME_05049,8,approved,2018-06-11,1694.43,1202.31,,,,agent
24009,SME_05049,8,completed,2018-10-25,1694.43,1202.31,5.0,85.5,,agent
24010,SME_05050,6,application,2013-05-29,,,,,,mobile_app
24011,SME_05050,6,approved,2013-06-11,,,,,,mobile_app
24012,SME_05051,6,application,2025-06-10,,,,,,branch
24013,SME_05051,6,approved,2025-06-11,,,,,,branch
24014,SME_05051,6,completed,2025-09-10,,,5.0,,,branch
24015,SME_05052,1,application,2012-04-01,1220.0,,,,,agent
24016,SME_05052,1,approved,2012-04-11,1220.0,1185.07,,,,agent
24017,SME_05053,1,application,2014-10-23,3492.04,,,,,mobile_app
24018,SME_05053,1,approved,2014-10-27,3492.04,3403.88,,,,mobile_app
24019,SME_05053,1,completed,2015-07-01,3492.04,3403.88,5.0,85.2,,mobile_app
24020,SME_05053,3,application,2017-03-22,,,,,,branch
24021,SME_05053,3,approved,2017-03-26,,,,,,branch
24022,SME_05054,2,application,2015-02-13,1244.21,,,,,mobile_app
24023,SME_05054,2,approved,2015-02-20,1244.21,1082.28,,,,mobile_app
24024,SME_05054,2,completed,2015-06-09,1244.21,1082.28,4.0,97.4,,mobile_app
24025,SME_05055,3,application,2010-11-01,,,,,,agent
24026,SME_05055,3,approved,2010-11-12,,,,,,agent
24027,SME_05055,3,completed,2011-03-05,,,3.0,,,agent
24028,SME_05055,8,rejected,2010-12-22,1151.91,,,,no_collateral,mobile_app
24029,SME_05056,1,application,2014-01-08,5562.94,,,,,branch
24030,SME_05056,1,approved,2014-01-17,5562.94,4861.48,,,,branch
24031,SME_05056,1,completed,2014-03-09,5562.94,4861.48,4.0,85.5,,branch
24032,SME_05056,3,rejected,2011-06-20,,,,,no_collateral,agent
24033,SME_05056,8,rejected,2012-09-17,1159.48,,,,poor_credit_history,mobile_app
24034,SME_05057,8,rejected,2016-10-31,295.67,,,,sector_not_eligible,branch
24035,SME_05058,7,inquiry,2016-12-09,,,,,,partner
24036,SME_05059,1,application,2016-09-17,1534.25,,,,,agent
24037,SME_05059,1,approved,2016-09-29,1534.25,1366.27,,,,agent
24038,SME_05059,1,completed,2017-08-09,1534.25,1366.27,3.0,90.6,,agent
24039,SME_05059,2,application,2017-01-09,3102.91,,,,,agent
24040,SME_05059,2,approved,2017-01-19,3102.91,2887.35,,,,agent
24041,SME_05059,4,application,2014-05-20,,,,,,branch
24042,SME_05059,4,approved,2014-06-02,,,,,,branch
24043,SME_05059,4,completed,2014-07-30,,,4.0,,,branch
24044,SME_05059,7,application,2017-04-08,295.86,,,,,partner
24045,SME_05059,7,approved,2017-04-14,295.86,207.46,,,,partner
24046,SME_05059,7,completed,2017-10-10,295.86,207.46,5.0,93.0,,partner
24047,SME_05060,1,inquiry,2022-12-31,,,,,,partner
24048,SME_05060,5,application,2023-10-19,,,,,,mobile_app
24049,SME_05060,5,approved,2023-10-28,,,,,,mobile_app
24050,SME_05060,6,application,2022-04-19,,,,,,mobile_app
24051,SME_05060,6,approved,2022-04-20,,,,,,mobile_app
24052,SME_05061,5,application,2024-01-22,,,,,,mobile_app
24053,SME_05061,5,approved,2024-01-28,,,,,,mobile_app
24054,SME_05061,6,inquiry,2022-11-05,,,,,,partner
24055,SME_05061,7,inquiry,2022-04-28,,,,,,branch
24056,SME_05062,5,application,2025-12-27,,,,,,branch
24057,SME_05062,5,approved,2026-01-05,,,,,,branch
24058,SME_05062,5,defaulted,2026-03-09,,,1.0,,,branch
24059,SME_05062,6,application,2022-04-12,,,,,,mobile_app
24060,SME_05062,6,approved,2022-04-16,,,,,,mobile_app
24061,SME_05062,8,application,2023-02-03,16851.63,,,,,mobile_app
24062,SME_05062,8,approved,2023-02-10,16851.63,15957.26,,,,mobile_app
24063,SME_05062,8,completed,2023-08-08,16851.63,15957.26,5.0,85.9,,mobile_app
24064,SME_05063,2,rejected,2021-11-07,2589.31,,,,documentation_missing,branch
24065,SME_05063,3,rejected,2020-12-22,,,,,sector_not_eligible,agent
24066,SME_05065,1,application,2025-07-22,6321.18,,,,,mobile_app
24067,SME_05065,1,approved,2025-08-02,6321.18,5774.67,,,,mobile_app
24068,SME_05066,6,application,2013-07-25,,,,,,mobile_app
24069,SME_05066,6,approved,2013-07-31,,,,,,mobile_app
24070,SME_05066,6,completed,2014-01-06,,,5.0,,,mobile_app
24071,SME_05066,8,application,2015-10-30,4120.51,,,,,partner
24072,SME_05066,8,approved,2015-11-07,4120.51,3021.27,,,,partner
24073,SME_05066,8,completed,2016-02-25,4120.51,3021.27,3.0,94.9,,partner
24074,SME_05067,4,rejected,2020-06-15,,,,,insufficient_revenue,branch
24075,SME_05067,5,application,2019-05-05,,,,,,branch
24076,SME_05067,5,approved,2019-05-17,,,,,,branch
24077,SME_05067,5,completed,2019-10-05,,,5.0,,,branch
24078,SME_05067,7,application,2020-09-20,2425.98,,,,,branch
24079,SME_05067,7,approved,2020-10-02,2425.98,1927.29,,,,branch
24080,SME_05067,7,completed,2021-05-11,2425.98,1927.29,,99.2,,branch
24081,SME_05067,8,application,2021-12-30,2248.71,,,,,branch
24082,SME_05067,8,approved,2022-01-10,2248.71,2247.0,,,,branch
24083,SME_05067,8,completed,2022-08-30,2248.71,2247.0,,86.6,,branch
24084,SME_05068,3,application,2025-07-20,,,,,,agent
24085,SME_05068,3,approved,2025-08-02,,,,,,agent
24086,SME_05068,6,rejected,2024-08-03,,,,,documentation_missing,branch
24087,SME_05070,3,application,2022-10-27,,,,,,branch
24088,SME_05070,3,approved,2022-11-04,,,,,,branch
24089,SME_05071,1,application,2021-04-02,593.4,,,,,branch
24090,SME_05071,1,approved,2021-04-12,593.4,543.17,,,,branch
24091,SME_05071,2,application,2019-01-13,9026.37,,,,,partner
24092,SME_05071,2,approved,2019-01-20,9026.37,8981.44,,,,partner
24093,SME_05071,2,completed,2019-09-25,9026.37,8981.44,5.0,88.4,,partner
24094,SME_05071,4,application,2019-04-13,,,,,,mobile_app
24095,SME_05071,4,approved,2017-04-17,,,,,,mobile_app
24096,SME_05071,4,completed,2019-07-16,,,5.0,,,mobile_app
24097,SME_05072,1,application,2020-04-28,831.66,,,,,mobile_app
24098,SME_05072,1,approved,2020-04-29,831.66,792.16,,,,mobile_app
24099,SME_05072,6,application,2021-06-06,,,,,,branch
24100,SME_05072,6,approved,2021-06-16,,,,,,branch
24101,SME_05072,6,completed,2021-07-12,,,4.0,,,branch
24102,SME_05073,4,application,2011-05-11,,,,,,mobile_app
24103,SME_05073,4,approved,2011-05-13,,,,,,mobile_app
24104,SME_05073,4,completed,2011-09-16,,,4.0,,,mobile_app
24105,SME_05073,6,application,2012-10-12,,,,,,mobile_app
24106,SME_05073,6,approved,2012-10-18,,,,,,mobile_app
24107,SME_05073,6,completed,2013-01-24,,,4.0,,,mobile_app
24108,SME_05073,8,rejected,2010-08-11,203.36,,,,poor_credit_history,branch
24109,SME_05074,5,application,2013-05-24,,,,,,mobile_app
24110,SME_05074,5,approved,2013-06-05,,,,,,mobile_app
24111,SME_05074,6,application,2016-12-07,,,,,,mobile_app
24112,SME_05074,6,approved,2016-12-12,,,,,,mobile_app
24113,SME_05074,6,completed,2017-01-15,,,5.0,,,mobile_app
24114,SME_05075,6,application,2009-09-10,,,,,,mobile_app
24115,SME_05075,6,approved,2009-09-22,,,,,,mobile_app
24116,SME_05075,6,defaulted,2009-10-13,,,,,,mobile_app
24117,SME_05076,3,application,2015-03-31,,,,,,agent
24118,SME_05076,3,approved,2015-04-06,,,,,,agent
24119,SME_05076,3,defaulted,2015-09-11,,,1.0,,,agent
24120,SME_05076,5,application,2014-05-15,,,,,,mobile_app
24121,SME_05076,5,approved,2014-05-17,,,,,,mobile_app
24122,SME_05076,6,application,2016-10-06,,,,,,branch
24123,SME_05076,6,approved,2016-10-07,,,,,,branch
24124,SME_05076,6,defaulted,2017-01-09,,,1.0,,,branch
24125,SME_05076,8,application,2015-08-17,5026.91,,,,,branch
24126,SME_05076,8,approved,2015-08-27,5026.91,4743.76,,,,branch
24127,SME_05076,8,defaulted,2016-07-02,5026.91,4743.76,2.0,37.8,,branch
24128,SME_05077,3,rejected,2019-10-10,,,,,no_collateral,branch
24129,SME_05077,6,application,2021-09-15,,,,,,agent
24130,SME_05077,6,approved,2021-09-26,,,,,,agent
24131,SME_05077,6,completed,2021-11-20,,,4.0,,,agent
24132,SME_05077,8,inquiry,2019-03-15,,,,,,branch
24133,SME_05079,4,rejected,2010-01-26,,,,,no_collateral,mobile_app
24134,SME_05079,6,application,2009-05-29,,,,,,mobile_app
24135,SME_05079,6,approved,2009-06-08,,,,,,mobile_app
24136,SME_05079,6,completed,2009-08-22,,,,,,mobile_app
24137,SME_05080,2,rejected,2019-11-09,227.23,,,,insufficient_revenue,partner
24138,SME_05080,8,rejected,2020-09-17,1806.29,,,,poor_credit_history,partner
24139,SME_05081,2,rejected,2017-05-10,100.0,,,,documentation_missing,partner
24140,SME_05081,4,application,2019-10-14,,,,,,partner
24141,SME_05081,4,approved,2019-10-15,,,,,,partner
24142,SME_05081,7,application,2018-04-23,836.34,,,,,mobile_app
24143,SME_05081,7,approved,2018-04-27,836.34,653.49,,,,mobile_app
24144,SME_05082,1,application,2015-05-14,572.07,,,,,mobile_app
24145,SME_05082,1,approved,2015-05-21,572.07,420.29,,,,mobile_app
24146,SME_05082,1,completed,2016-03-23,572.07,420.29,5.0,86.8,,mobile_app
24147,SME_05082,4,application,2016-07-01,,,,,,partner
24148,SME_05082,4,approved,2016-07-11,,,,,,partner
24149,SME_05082,4,completed,2016-10-30,,,4.0,,,partner
24150,SME_05082,8,application,2012-11-07,1737.25,,,,,branch
24151,SME_05082,8,approved,2012-11-17,1737.25,1679.0,,,,branch
24152,SME_05082,8,completed,2013-06-14,1737.25,1679.0,5.0,89.7,,branch
24153,SME_05083,1,application,2022-04-07,1054.41,,,,,branch
24154,SME_05083,1,approved,2022-04-08,1054.41,936.82,,,,branch
24155,SME_05083,6,application,2017-07-28,,,,,,mobile_app
24156,SME_05083,6,approved,2017-08-05,,,,,,mobile_app
24157,SME_05083,6,completed,2018-01-01,,,4.0,,,mobile_app
24158,SME_05084,4,rejected,2010-02-17,,,,,poor_credit_history,agent
24159,SME_05084,8,rejected,2011-01-14,346.92,,,,poor_credit_history,agent
24160,SME_05085,5,application,2022-07-13,,,,,,branch
24161,SME_05085,5,approved,2022-07-19,,,,,,branch
24162,SME_05085,5,completed,2022-09-15,,,4.0,,,branch
24163,SME_05085,6,rejected,2019-10-16,,,,,poor_credit_history,mobile_app
24164,SME_05085,7,rejected,2020-04-28,257.43,,,,no_collateral,branch
24165,SME_05086,5,application,2024-09-13,,,,,,agent
24166,SME_05086,5,approved,2024-09-26,,,,,,agent
24167,SME_05086,5,defaulted,2025-01-08,,,2.0,,,agent
24168,SME_05087,2,application,2013-01-12,7641.73,,,,,mobile_app
24169,SME_05087,2,approved,2013-01-15,7641.73,6487.41,,,,mobile_app
24170,SME_05087,2,completed,2013-11-11,7641.73,6487.41,3.0,95.7,,mobile_app
24171,SME_05088,3,application,2018-03-03,,,,,,branch
24172,SME_05088,3,approved,2018-03-04,,,,,,branch
24173,SME_05088,3,completed,2018-07-16,,,5.0,,,branch
24174,SME_05088,6,application,2017-09-02,,,,,,branch
24175,SME_05088,6,approved,2017-09-15,,,,,,branch
24176,SME_05088,6,completed,2017-10-23,,,4.0,,,branch
24177,SME_05088,8,application,2020-02-19,1621.81,,,,,partner
24178,SME_05088,8,approved,2020-02-24,1621.81,1344.47,,,,partner
24179,SME_05088,8,completed,2020-10-15,1621.81,1344.47,3.0,91.5,,partner
24180,SME_05089,4,rejected,2021-05-11,,,,,insufficient_revenue,partner
24181,SME_05089,6,application,2022-11-01,,,,,,mobile_app
24182,SME_05089,6,approved,2022-11-06,,,,,,mobile_app
24183,SME_05089,6,completed,2023-02-05,,,5.0,,,mobile_app
24184,SME_05090,4,rejected,2012-09-14,,,,,insufficient_revenue,branch
24185,SME_05090,5,rejected,2013-06-03,,,,,insufficient_revenue,mobile_app
24186,SME_05090,6,application,2016-03-09,,,,,,agent
24187,SME_05090,6,approved,2016-03-10,,,,,,agent
24188,SME_05090,6,completed,2016-05-28,,,4.0,,,agent
24189,SME_05090,7,rejected,2013-03-19,602.14,,,,poor_credit_history,branch
24190,SME_05091,1,application,2016-07-01,3631.84,,,,,mobile_app
24191,SME_05091,1,approved,2016-07-12,3631.84,2980.24,,,,mobile_app
24192,SME_05091,2,inquiry,2016-08-10,,,,,,agent
24193,SME_05091,6,application,2017-07-29,,,,,,mobile_app
24194,SME_05091,6,approved,2017-08-09,,,,,,mobile_app
24195,SME_05091,6,completed,2018-01-23,,,4.0,,,mobile_app
24196,SME_05092,3,rejected,2013-03-13,,,,,documentation_missing,mobile_app
24197,SME_05093,6,application,2015-03-31,,,,,,mobile_app
24198,SME_05093,6,approved,2015-04-07,,,,,,mobile_app
24199,SME_05093,6,completed,2015-05-01,,,3.0,,,mobile_app
24200,SME_05094,1,application,2011-05-06,1238.72,,,,,agent
24201,SME_05094,1,approved,2011-05-13,1238.72,1155.16,,,,agent
24202,SME_05094,1,completed,2008-07-24,1238.72,1155.16,4.0,97.5,,agent
24203,SME_05094,3,rejected,2010-01-19,,,,,insufficient_revenue,mobile_app
24204,SME_05094,4,rejected,2009-11-22,,,,,documentation_missing,branch
24205,SME_05094,5,rejected,2009-11-09,,,,,insufficient_revenue,mobile_app
24206,SME_05095,1,application,2026-12-13,714.09,,,,,mobile_app
24207,SME_05095,1,approved,2026-12-17,714.09,635.75,,,,mobile_app
24208,SME_05095,1,completed,2027-05-26,714.09,635.75,4.0,94.6,,mobile_app
24209,SME_05095,4,application,2026-09-25,,,,,,mobile_app
24210,SME_05095,4,approved,2026-10-01,,,,,,mobile_app
24211,SME_05095,4,defaulted,2026-11-19,,,,,,mobile_app
24212,SME_05095,6,application,2026-04-03,,,,,,branch
24213,SME_05095,6,approved,2026-04-16,,,,,,branch
24214,SME_05095,6,defaulted,2026-09-16,,,1.0,,,branch
24215,SME_05096,2,application,2009-01-01,2853.93,,,,,mobile_app
24216,SME_05096,2,approved,2009-01-13,2853.93,2273.7,,,,mobile_app
24217,SME_05096,2,completed,2009-05-06,2853.93,2273.7,4.0,89.0,,mobile_app
24218,SME_05096,6,application,2013-07-23,,,,,,branch
24219,SME_05096,6,approved,2013-08-02,,,,,,branch
24220,SME_05096,7,rejected,2009-08-18,5243.32,,,,no_collateral,branch
24221,SME_05097,1,inquiry,2024-11-24,,,,,,agent
24222,SME_05097,3,rejected,2023-10-14,,,,,poor_credit_history,mobile_app
24223,SME_05097,6,rejected,2025-11-18,,,,,sector_not_eligible,mobile_app
24224,SME_05098,1,inquiry,2018-03-21,,,,,,agent
24225,SME_05098,5,rejected,2019-01-11,,,,,insufficient_revenue,branch
24226,SME_05098,7,application,2020-07-10,1018.16,,,,,mobile_app
24227,SME_05098,7,approved,2020-07-20,1018.16,986.33,,,,mobile_app
24228,SME_05098,7,completed,2021-04-30,1018.16,986.33,4.0,95.4,,mobile_app
24229,SME_05099,5,rejected,2012-03-14,,,,,no_collateral,mobile_app
24230,SME_05099,6,application,2012-06-30,,,,,,mobile_app
24231,SME_05099,6,approved,2012-07-13,,,,,,mobile_app
24232,SME_05099,6,completed,2012-09-29,,,3.0,,,mobile_app
24233,SME_05100,5,rejected,2007-02-28,,,,,poor_credit_history,mobile_app
24234,SME_05100,8,application,2007-08-20,1835.88,,,,,mobile_app
24235,SME_05100,8,approved,2007-08-31,1835.88,1773.22,,,,mobile_app
24236,SME_05100,8,completed,2008-01-18,1835.88,1773.22,4.0,92.3,,mobile_app
24237,SME_05101,2,rejected,2013-01-02,3275.49,,,,insufficient_revenue,agent
24238,SME_05101,6,application,2014-04-10,,,,,,mobile_app
24239,SME_05101,6,approved,2014-04-19,,,,,,mobile_app
24240,SME_05101,6,completed,2014-07-06,,,5.0,,,mobile_app
24241,SME_05102,1,application,2010-04-30,2079.63,,,,,branch
24242,SME_05102,1,approved,2010-05-06,2079.63,1640.0,,,,branch
24243,SME_05102,1,completed,2011-01-01,2079.63,1640.0,5.0,93.5,,branch
24244,SME_05102,4,application,2011-10-10,,,,,,mobile_app
24245,SME_05102,4,approved,2011-10-21,,,,,,mobile_app
24246,SME_05102,4,completed,2011-12-24,,,4.0,,,mobile_app
24247,SME_05102,5,application,2013-11-27,,,,,,mobile_app
24248,SME_05102,5,approved,2013-12-03,,,,,,mobile_app
24249,SME_05102,5,completed,2014-02-25,,,4.0,,,mobile_app
24250,SME_05102,6,rejected,2011-05-12,,,,,insufficient_revenue,mobile_app
24251,SME_05102,7,application,2010-10-09,2019.98,,,,,agent
24252,SME_05102,7,approved,2010-10-15,2019.98,1735.81,,,,agent
24253,SME_05102,7,completed,2011-09-09,2019.98,2357.782382682063,3.0,86.2,,agent
24254,SME_05103,1,application,2019-09-18,44941.11,,,,,partner
24255,SME_05103,1,approved,2019-09-24,44941.11,32788.88,,,,partner
24256,SME_05103,1,completed,2019-12-27,44941.11,53185.57461120712,4.0,87.5,,partner
24257,SME_05104,2,rejected,2010-11-19,444.81,,,,insufficient_revenue,agent
24258,SME_05104,6,application,2010-07-15,,,,,,mobile_app
24259,SME_05104,6,approved,2010-07-25,,,,,,mobile_app
24260,SME_05104,6,defaulted,2010-09-24,,,2.0,,,mobile_app
24261,SME_05105,8,application,2019-09-08,577.42,,,,,mobile_app
24262,SME_05105,8,approved,2019-09-15,577.42,523.93,,,,mobile_app
24263,SME_05106,5,application,2021-01-15,,,,,,mobile_app
24264,SME_05106,5,approved,2021-01-18,,,,,,mobile_app
24265,SME_05106,5,completed,2021-04-30,,,5.0,,,mobile_app
24266,SME_05107,2,application,2010-07-02,1712.06,,,,,mobile_app
24267,SME_05107,2,approved,2010-07-08,1712.06,1207.68,,,,mobile_app
24268,SME_05107,2,completed,2011-05-27,1712.06,1207.68,5.0,94.4,,mobile_app
24269,SME_05107,5,rejected,2009-01-14,,,,,poor_credit_history,mobile_app
24270,SME_05107,6,application,2009-04-18,,,,,,mobile_app
24271,SME_05107,6,approved,2009-04-24,,,,,,mobile_app
24272,SME_05107,6,completed,2009-06-05,,,5.0,,,mobile_app
24273,SME_05107,8,application,2007-06-05,436.53,,,,,mobile_app
24274,SME_05107,8,approved,2007-06-07,436.53,337.44,,,,mobile_app
24275,SME_05108,3,rejected,2011-09-21,,,,,documentation_missing,branch
24276,SME_05109,4,rejected,2011-05-15,,,,,no_collateral,agent
24277,SME_05109,8,inquiry,2012-01-12,,,,,,branch
24278,SME_05110,1,application,2025-11-30,2529.32,,,,,agent
24279,SME_05110,1,approved,2025-12-01,2529.32,2406.59,,,,agent
24280,SME_05110,1,completed,2026-02-11,2529.32,2406.59,,99.6,,agent
24281,SME_05110,5,application,2026-01-24,,,,,,branch
24282,SME_05110,5,approved,2026-01-26,,,,,,branch
24283,SME_05111,5,rejected,2021-10-07,,,,,insufficient_revenue,mobile_app
24284,SME_05111,6,application,2023-02-22,,,,,,mobile_app
24285,SME_05111,6,approved,2023-02-28,,,,,,mobile_app
24286,SME_05111,6,completed,2023-06-22,,,,,,mobile_app
24287,SME_05112,2,rejected,2012-04-16,21973.65,,,,documentation_missing,partner
24288,SME_05112,3,application,2012-01-31,,,,,,agent
24289,SME_05112,3,approved,2012-02-13,,,,,,agent
24290,SME_05112,3,completed,2012-03-04,,,5.0,,,agent
24291,SME_05112,5,inquiry,2010-02-28,,,,,,mobile_app
24292,SME_05113,6,application,2018-10-07,,,,,,agent
24293,SME_05113,6,approved,2018-10-12,,,,,,agent
24294,SME_05113,6,completed,2018-12-06,,,,,,agent
24295,SME_05114,1,application,2011-01-11,765.56,,,,,mobile_app
24296,SME_05114,1,approved,2011-01-22,765.56,631.22,,,,mobile_app
24297,SME_05114,1,completed,2011-07-09,765.56,631.22,3.0,99.2,,mobile_app
24298,SME_05114,4,rejected,2010-09-17,,,,,poor_credit_history,agent
24299,SME_05114,6,application,2013-01-15,,,,,,agent
24300,SME_05114,6,approved,2013-01-24,,,,,,agent
24301,SME_05114,6,completed,2013-02-21,,,,,,agent
24302,SME_05115,1,application,2010-06-07,906.44,,,,,agent
24303,SME_05115,1,approved,2010-06-10,906.44,774.46,,,,agent
24304,SME_05115,3,application,2007-08-16,,,,,,mobile_app
24305,SME_05115,3,approved,2007-08-18,,,,,,mobile_app
24306,SME_05115,3,completed,2007-10-02,,,4.0,,,mobile_app
24307,SME_05115,5,application,2010-02-02,,,,,,mobile_app
24308,SME_05115,5,approved,2010-02-12,,,,,,mobile_app
24309,SME_05115,5,completed,2010-04-08,,,3.0,,,mobile_app
24310,SME_05115,8,application,2009-02-13,348.36,,,,,mobile_app
24311,SME_05115,8,approved,2009-02-19,348.36,303.23,,,,mobile_app
24312,SME_05115,8,completed,2009-04-18,348.36,303.23,5.0,95.4,,mobile_app
24313,SME_05116,1,application,2026-04-27,347.7,,,,,agent
24314,SME_05116,1,approved,2026-05-05,347.7,329.91,,,,agent
24315,SME_05117,1,application,2014-12-03,100.0,,,,,branch
24316,SME_05117,1,approved,2014-12-10,100.0,88.07,,,,branch
24317,SME_05117,5,application,2015-12-03,,,,,,agent
24318,SME_05117,5,approved,2015-12-05,,,,,,agent
24319,SME_05117,6,inquiry,2014-03-24,,,,,,branch
24320,SME_05118,5,application,2021-08-09,,,,,,branch
24321,SME_05118,5,approved,2021-08-11,,,,,,branch
24322,SME_05118,6,rejected,2018-11-19,,,,,poor_credit_history,branch
24323,SME_05118,8,rejected,2021-08-02,509.59,,,,no_collateral,branch
24324,SME_05120,1,rejected,2018-04-09,1190.82,,,,poor_credit_history,branch
24325,SME_05120,4,application,2018-01-09,,,,,,mobile_app
24326,SME_05120,4,approved,2018-01-16,,,,,,mobile_app
24327,SME_05120,4,completed,2018-04-05,,,4.0,,,mobile_app
24328,SME_05120,6,application,2020-12-21,,,,,,mobile_app
24329,SME_05120,6,approved,2020-12-29,,,,,,mobile_app
24330,SME_05121,1,application,2025-12-03,2760.2,,,,,mobile_app
24331,SME_05121,1,approved,2025-12-05,2760.2,2410.69,,,,mobile_app
24332,SME_05121,1,completed,2026-12-04,2760.2,2410.69,4.0,91.3,,mobile_app
24333,SME_05121,2,inquiry,2024-09-11,,,,,,mobile_app
24334,SME_05121,3,rejected,2024-03-22,,,,,poor_credit_history,branch
24335,SME_05121,5,application,2026-02-07,,,,,,agent
24336,SME_05121,5,approved,2026-02-13,,,,,,agent
24337,SME_05122,6,rejected,2010-10-29,,,,,insufficient_revenue,branch
24338,SME_05123,1,application,2016-11-18,3018.36,,,,,mobile_app
24339,SME_05123,1,approved,2016-11-29,3018.36,2511.15,,,,mobile_app
24340,SME_05123,1,completed,2017-11-01,3018.36,2511.15,3.0,93.7,,mobile_app
24341,SME_05123,2,application,2019-06-06,2517.46,,,,,branch
24342,SME_05123,2,approved,2019-06-19,2517.46,2459.23,,,,branch
24343,SME_05123,2,completed,2019-12-27,2517.46,2459.23,5.0,91.2,,branch
